reference_area,sex,year,total,0,1-14,15-24,15-29,<25,25-34,30-34,35-39,40-48,40+,49+,not_classiefied,,,
Belgium,Female,2018,2223.9,296.5,95.2,,459.6,,,286.5,522.4,286.4,,100.6,176.7,,,
Belgium,Total,2019,4832.0,548.7,171.9,,639.4,,,449.0,1269.4,956.6,,393.2,403.8,,,
Belgium,Male,2019,2566.9,245.8,61.3,,174.5,,,152.3,743.5,670.7,,288.4,230.5,,,
Belgium,Female,2019,2265.1,302.9,110.6,,464.9,,,296.7,526.0,285.9,,104.8,173.3,,,
Belgium,Total,2020,4802.2,781.2,194.9,,625.7,,,433.3,1198.8,872.2,,338.2,357.9,,,
Belgium,Male,2020,2556.4,374.5,75.4,,190.0,,,158.1,708.0,605.8,,244.0,200.7,,,
Belgium,Female,2020,2245.8,406.7,119.5,,435.7,,,275.2,490.8,266.4,,94.2,157.3,,,
Belgium,Total,2021,4853.7,513.8,295.5,,731.1,,,538.1,1268.3,953.4,,385.6,167.9,,,
Belgium,Male,2021,2575.2,224.8,128.5,,220.8,,,223.7,747.6,649.8,,282.8,97.2,,,
Belgium,Female,2021,2278.4,289.0,166.9,,510.3,,,314.4,520.8,303.6,,102.8,70.7,,,
Belize,Total,2013,129.1,7.9,6.9,,11.6,,,7.2,8.2,49.9,,37.3,0.1,,,
Belize,Male,2013,83.1,4.5,3.2,,6.5,,,4.3,5.4,32.1,,27.2,,,,
Belize,Female,2013,46.0,3.4,3.7,,5.2,,,2.8,2.9,17.8,,10.1,,,,
Belize,Total,2014,133.8,6.3,6.3,,11.7,,,7.5,9.4,48.0,,44.6,,,,
Belize,Male,2014,86.5,3.8,2.8,,6.7,,,4.0,5.9,30.2,,33.1,,,,
Belize,Female,2014,47.3,2.5,3.5,,5.0,,,3.5,3.5,17.8,,11.5,,,,
Belize,Total,2015,138.7,5.6,5.1,,11.4,,,8.5,11.5,55.1,,41.1,0.3,,,
Belize,Male,2015,88.0,3.2,2.3,,6.2,,,4.3,6.6,35.7,,29.6,0.1,,,
Belize,Female,2015,50.7,2.4,2.8,,5.3,,,4.2,4.9,19.4,,11.5,0.2,,,
Belize,Total,2016,145.1,5.7,8.3,,10.8,,,5.2,8.8,60.4,,45.8,,,,
Belize,Male,2016,91.6,3.5,3.3,,5.8,,,2.9,5.0,38.2,,33.0,,,,
Belize,Female,2016,53.5,2.2,4.9,,5.0,,,2.4,3.8,22.2,,12.9,,,,
Belize,Total,2017,149.2,4.2,8.5,,14.8,,,9.9,10.4,55.4,,40.7,5.4,,,
Belize,Male,2017,93.9,2.5,3.4,,8.3,,,5.6,6.5,34.9,,29.2,3.5,,,
Belize,Female,2017,55.3,1.7,5.1,,6.5,,,4.3,3.9,20.5,,11.4,1.8,,,
Belize,Total,2019,166.3,0.2,13.3,,17.3,,,11.4,11.4,64.3,,37.8,10.5,,,
Belize,Male,2019,101.1,0.1,5.4,,9.2,,,6.3,6.7,40.5,,27.3,5.6,,,
Belize,Female,2019,65.2,,7.9,,8.1,,,5.2,4.7,23.8,,10.5,4.9,,,
Belize,Total,2021,166.9,7.5,22.1,,23.1,,,11.4,10.3,63.5,,27.6,1.4,,,
Belize,Male,2021,103.8,3.8,10.3,,14.7,,,7.2,6.2,41.2,,19.4,0.9,,,
Belize,Female,2021,63.1,3.7,11.8,,8.3,,,4.2,4.1,22.3,,8.3,0.5,,,
Benin,Total,2011,2970.8,40.5,124.3,,351.4,,,259.9,369.6,966.1,,859.0,,,,
Benin,Male,2011,1436.7,13.7,52.0,,125.3,,,99.0,166.8,493.0,,486.8,,,,
Benin,Female,2011,1534.2,26.8,72.4,,226.1,,,160.9,202.8,473.0,,372.2,,,,
Bhutan,Total,2015,344.3,0.4,2.1,,14.4,,,10.4,36.1,102.0,,179.0,,,,
Bhutan,Male,2015,184.6,0.2,0.7,,4.5,,,4.9,20.8,58.9,,94.5,,,,
Bhutan,Female,2015,159.7,0.2,1.4,,9.8,,,5.5,15.3,43.1,,84.4,,,,
Bhutan,Total,2018,300.4,,9.4,,18.1,,,4.0,16.2,79.0,,173.7,,,,
Bhutan,Male,2018,164.8,,4.2,,8.2,,,1.9,7.8,44.5,,98.1,,,,
Bhutan,Female,2018,135.6,,5.2,,9.9,,,2.1,8.4,34.5,,75.6,,,,
Bhutan,Total,2019,311.1,0.4,5.4,,15.0,,,5.3,21.0,90.2,,173.7,,,,
Bhutan,Male,2019,165.3,0.2,1.6,,5.0,,,2.5,9.3,49.6,,97.1,,,,
Bhutan,Female,2019,145.7,0.2,3.8,,10.1,,,2.8,11.7,40.6,,76.6,,,,
Bhutan,Total,2020,314.6,0.6,5.8,,19.9,,,6.2,30.6,97.4,,154.0,,,,
Bhutan,Male,2020,162.6,0.2,1.5,,6.2,,,2.6,13.6,53.3,,85.2,,,,
Bhutan,Female,2020,152.0,0.4,4.3,,13.7,,,3.6,17.0,44.2,,68.8,,,,
Bhutan,Total,2021,322.1,,4.1,,14.8,,,3.3,21.6,104.6,,173.8,,,,
Bhutan,Male,2021,167.9,,1.2,,4.6,,,1.2,8.8,57.1,,95.1,,,,
Bhutan,Female,2021,154.2,,2.9,,10.3,,,2.1,12.8,47.5,,78.7,,,,
Bosnia and Herzegovina,Total,2011,816.0,11.9,18.0,,49.2,,,33.0,6.9,565.9,,131.2,,,,
Bosnia and Herzegovina,Male,2011,513.3,6.2,11.4,,24.9,,,18.0,3.9,351.2,,97.6,,,,
Bosnia and Herzegovina,Female,2011,302.8,5.7,6.6,,24.3,,,15.0,3.0,214.6,,33.5,,,,
Bosnia and Herzegovina,Total,2012,813.7,9.5,17.4,,52.4,,,33.0,9.8,554.7,,136.4,0.5,,,
Bosnia and Herzegovina,Male,2012,513.9,5.8,9.9,,27.6,,,19.0,5.6,343.9,,101.8,,,,
Bosnia and Herzegovina,Female,2012,299.8,3.7,7.5,,24.9,,,14.0,4.2,210.9,,34.6,,,,
Bosnia and Herzegovina,Total,2013,821.6,11.0,17.8,,48.1,,,25.0,12.1,571.2,,136.4,,,,
Bosnia and Herzegovina,Male,2013,515.1,6.4,8.6,,27.4,,,15.5,7.6,350.1,,99.6,,,,
Bosnia and Herzegovina,Female,2013,306.5,4.6,9.2,,20.8,,,9.5,4.5,221.0,,36.8,,,,
Bosnia and Herzegovina,Total,2014,812.0,15.6,14.6,,41.4,,,25.6,12.4,575.9,,126.5,,,,
Bosnia and Herzegovina,Male,2014,511.0,8.7,8.2,,23.1,,,14.3,7.9,355.9,,92.8,,,,
Bosnia and Herzegovina,Female,2014,301.0,7.0,6.4,,18.3,,,11.3,4.5,220.0,,33.6,,,,
Bosnia and Herzegovina,Total,2015,821.5,11.9,16.5,,54.5,,,36.8,11.2,566.1,,124.5,,,,
Bosnia and Herzegovina,Male,2015,515.0,5.9,7.0,,30.3,,,20.7,6.3,353.2,,91.6,,,,
Bosnia and Herzegovina,Female,2015,306.6,6.0,9.6,,24.1,,,16.1,5.0,212.9,,32.9,,,,
Bosnia and Herzegovina,Total,2016,801.1,8.2,14.4,,38.1,,,20.9,13.9,561.3,,144.3,,,,
Bosnia and Herzegovina,Male,2016,513.5,3.5,7.3,,20.0,,,12.1,7.8,354.1,,108.6,,,,
Bosnia and Herzegovina,Female,2016,287.6,4.7,7.1,,18.1,,,8.7,6.0,207.2,,35.7,,,,
Bosnia and Herzegovina,Total,2017,815.7,10.2,23.0,,56.4,,,16.8,8.7,570.6,,129.9,,,,
Bosnia and Herzegovina,Male,2017,508.9,4.2,11.4,,33.5,,,9.8,5.1,352.3,,92.6,,,,
Bosnia and Herzegovina,Female,2017,306.8,5.9,11.6,,23.0,,,7.0,3.6,218.3,,37.3,,,,
Bosnia and Herzegovina,Total,2018,822.4,6.9,19.1,,44.3,,,31.3,17.4,574.8,,128.7,,,,
Bosnia and Herzegovina,Male,2018,515.1,4.1,9.0,,24.4,,,18.2,11.6,349.6,,98.2,,,,
Bosnia and Herzegovina,Female,2018,307.3,2.8,10.1,,19.9,,,13.0,5.8,225.1,,30.5,,,,
Bosnia and Herzegovina,Total,2019,802.9,6.5,19.2,,42.6,,,24.4,16.9,566.0,,127.2,,,,
Bosnia and Herzegovina,Male,2019,494.8,2.5,9.9,,23.9,,,13.1,8.1,346.1,,91.1,,,,
Bosnia and Herzegovina,Female,2019,308.1,4.0,9.2,,18.7,,,11.3,8.8,219.9,,36.0,,,,
Bosnia and Herzegovina,Total,2020,1173.1,20.7,32.0,,64.3,,,19.0,13.5,937.8,,83.6,2.2,,,
Bosnia and Herzegovina,Male,2020,723.3,9.9,16.3,,30.4,,,10.7,7.8,583.7,,63.5,1.0,,,
Bosnia and Herzegovina,Female,2020,449.8,10.7,15.7,,33.9,,,8.3,5.7,354.1,,20.1,1.2,,,
Bosnia and Herzegovina,Total,2021,1262.8,123.6,10.1,,30.4,,,15.5,7.4,974.2,,101.7,,,,
Bosnia and Herzegovina,Male,2021,765.4,45.2,5.3,,18.0,,,7.5,3.7,608.9,,76.7,,,,
Bosnia and Herzegovina,Female,2021,497.4,78.3,4.8,,12.4,,,8.0,3.7,365.2,,25.0,,,,
Brazil,Total,2012,89317.3,1669.7,5373.9,,10172.1,,,5950.2,4512.2,48148.8,,13490.5,,,,
Brazil,Male,2012,52174.8,786.4,2199.9,,4294.7,,,2774.1,2425.7,30175.4,,9518.6,,,,
Brazil,Female,2012,37142.5,883.3,3173.9,,5877.4,,,3176.1,2086.5,17973.3,,3971.9,,,,
Brazil,Total,2013,90770.6,1631.2,4436.9,,10443.6,,,5989.6,4704.0,51268.9,,12296.3,,,,
Brazil,Male,2013,52941.1,766.7,1703.2,,4402.2,,,2730.7,2550.0,32069.3,,8719.0,,,,
Brazil,Female,2013,37829.5,864.5,2733.8,,6041.4,,,3258.9,2154.1,19199.6,,3577.3,,,,
Brazil,Total,2014,91977.8,1856.0,3722.1,,10564.4,,,6270.3,4871.1,53505.2,,11188.6,,,,
Brazil,Male,2014,53429.9,860.7,1281.8,,4532.0,,,2875.4,2635.6,33360.6,,7883.8,,,,
Brazil,Female,2014,38547.9,995.3,2440.3,,6032.4,,,3394.9,2235.5,20144.6,,3304.9,,,,
Brazil,Total,2015,91961.9,2100.3,3928.2,,10396.2,,,6471.4,4527.5,53838.5,,10699.9,,,,
Brazil,Male,2015,53220.2,963.8,1393.6,,4446.6,,,2991.3,2419.6,33461.1,,7544.3,,,,
Brazil,Female,2015,38741.7,1136.5,2534.5,,5949.6,,,3480.1,2107.9,20377.4,,3155.6,,,,
Brazil,Total,2016,90212.8,2126.8,3408.4,,9365.6,,,6796.3,3877.1,54890.4,,9748.1,,,,
Brazil,Male,2016,52202.2,991.0,1238.6,,3951.2,,,3210.2,2029.7,33854.9,,6926.5,,,,
Brazil,Female,2016,38010.6,1135.9,2169.8,,5414.3,,,3586.1,1847.4,21035.5,,2821.6,,,,
Brazil,Total,2017,90503.6,2403.8,3920.0,,10090.6,,,7224.4,4186.6,52548.7,,10129.5,,,,
Brazil,Male,2017,51968.3,1139.7,1421.7,,4262.7,,,3515.5,2230.1,32258.9,,7139.6,,,,
Brazil,Female,2017,38535.3,1264.1,2498.3,,5827.9,,,3708.9,1956.5,20289.7,,2989.9,,,,
Brazil,Total,2018,92076.3,2560.8,4353.0,,10714.9,,,7597.2,4167.1,51908.7,,10774.6,,,,
Brazil,Male,2018,52695.2,1220.8,1589.3,,4623.5,,,3698.7,2173.9,31830.1,,7558.9,,,,
Brazil,Female,2018,39381.1,1340.1,2763.7,,6091.4,,,3898.5,1993.1,20078.5,,3215.7,,,,
Brazil,Total,2019,94129.1,2657.9,4442.4,,10944.1,,,7573.4,3860.9,53085.4,,11565.0,,,,
Brazil,Male,2019,53718.1,1241.4,1615.7,,4688.8,,,3689.7,2031.8,32379.7,,8071.1,,,,
Brazil,Female,2019,40411.0,1416.5,2826.7,,6255.2,,,3883.8,1829.2,20705.7,,3493.9,,,,
Brazil,Total,2020,86874.7,6457.4,4433.5,,10840.6,,,7001.6,3405.3,45484.2,,9252.0,,,,
Brazil,Male,2020,50532.9,2981.3,1701.0,,5037.2,,,3638.2,1870.4,28676.9,,6627.9,,,,
Brazil,Female,2020,36341.8,3476.1,2732.5,,5803.4,,,3363.4,1534.9,16807.3,,2624.1,,,,
Brazil,Total,2021,91187.7,2196.8,3870.5,,10043.1,,,7331.2,3636.4,53125.5,,10984.2,,,,
Brazil,Male,2021,53011.9,994.0,1384.8,,4367.3,,,3606.0,1925.8,32983.6,,7750.4,,,,
Brazil,Female,2021,38175.8,1202.8,2485.8,,5675.7,,,3725.2,1710.6,20141.9,,3233.8,,,,
Brazil,Total,2022,97919.0,2569.5,4056.1,,10333.9,,,7407.0,3845.4,57673.4,,12033.7,,,,
Brazil,Male,2022,56003.0,1223.7,1491.4,,4440.7,,,3565.4,1954.1,35049.3,,8278.4,,,,
Brazil,Female,2022,41916.0,1345.8,2564.7,,5893.1,,,3841.7,1891.3,22624.1,,3755.3,,,,
Brunei Darussalam,Total,2014,190.8,5.0,4.6,,9.2,,,7.3,19.2,88.1,,56.2,1.3,,,
Brunei Darussalam,Male,2014,109.3,2.9,1.9,,4.2,,,3.3,9.8,51.4,,35.1,0.8,,,
Brunei Darussalam,Female,2014,81.5,2.2,2.6,,5.0,,,3.9,9.5,36.7,,21.1,0.5,,,
Brunei Darussalam,Total,2017,186.9,1.4,4.6,,8.0,,,3.8,31.0,85.1,,53.0,,,,
Brunei Darussalam,Male,2017,103.8,1.1,2.6,,3.6,,,1.5,15.3,49.7,,30.0,,,,
Brunei Darussalam,Female,2017,83.1,0.3,2.1,,4.4,,,2.3,15.7,35.4,,23.0,,,,
Brunei Darussalam,Total,2018,201.7,3.9,4.3,,9.5,,,5.3,33.9,84.8,,60.0,,,,
Brunei Darussalam,Male,2018,118.8,2.2,2.4,,4.1,,,2.2,16.6,54.1,,37.3,,,,
Brunei Darussalam,Female,2018,82.9,1.7,1.9,,5.4,,,3.1,17.4,30.7,,22.8,,,,
Brunei Darussalam,Total,2019,221.7,3.6,6.1,,9.2,,,4.7,28.3,102.0,,67.8,,,,
Brunei Darussalam,Male,2019,135.8,2.3,3.2,,3.9,,,2.4,16.1,62.9,,45.0,,,,
Brunei Darussalam,Female,2019,85.9,1.3,2.9,,5.3,,,2.3,12.2,39.1,,22.8,,,,
Brunei Darussalam,Total,2020,216.9,4.3,7.8,,9.9,,,9.8,29.2,107.5,,48.2,,,,
Brunei Darussalam,Male,2020,133.0,2.8,4.2,,4.6,,,4.8,14.6,69.7,,32.3,,,,
Brunei Darussalam,Female,2020,83.9,1.5,3.6,,5.3,,,5.0,14.6,37.8,,16.0,,,,
Brunei Darussalam,Total,2021,212.4,0.6,4.1,,8.6,,,10.1,27.0,107.3,,53.8,0.8,,,
Brunei Darussalam,Male,2021,127.6,0.3,2.2,,3.8,,,4.3,14.4,67.9,,34.3,0.5,,,
Brunei Darussalam,Female,2021,84.8,0.3,2.0,,4.8,,,5.8,12.6,39.4,,19.6,0.3,,,
Bulgaria,Total,2011,2965.2,69.9,8.8,,111.1,,,130.0,18.2,2345.0,,111.2,171.0,,,
Bulgaria,Male,2011,1567.1,20.3,4.3,,52.0,,,63.5,6.9,1236.0,,70.0,114.0,,,
Bulgaria,Female,2011,1398.1,49.6,4.5,,59.2,,,66.5,11.3,1108.9,,41.2,56.9,,,
Bulgaria,Total,2012,2934.0,85.8,8.9,,133.7,,,71.4,18.3,2355.2,,93.3,167.5,,,
Bulgaria,Male,2012,1541.7,23.8,,,64.0,,,33.2,9.4,1237.7,,59.9,110.1,,,
Bulgaria,Female,2012,1392.3,62.0,5.3,,69.7,,,38.2,8.9,1117.5,,33.4,57.3,,,
Bulgaria,Total,2013,2934.9,80.0,25.9,,116.0,,,84.1,18.1,2357.3,,82.2,171.4,,,
Bulgaria,Male,2013,1546.9,24.1,10.9,,54.0,,,40.7,9.0,1242.1,,51.2,115.0,,,
Bulgaria,Female,2013,1388.1,55.9,14.9,,62.0,,,43.4,9.1,1115.3,,31.1,56.4,,,
Bulgaria,Total,2014,2981.4,77.6,9.3,,127.4,,,108.4,20.3,2383.0,,69.6,185.7,,,
Bulgaria,Male,2014,1577.1,23.1,,,59.9,,,50.3,9.6,1261.2,,43.3,126.8,,,
Bulgaria,Female,2014,1404.3,54.6,6.3,,67.5,,,58.2,10.6,1121.8,,26.3,58.9,,,
Bulgaria,Total,2015,3031.9,78.8,9.7,,132.8,,,109.8,23.9,2418.7,,63.3,194.9,,,
Bulgaria,Male,2015,1607.5,22.6,3.7,,60.1,,,51.0,13.1,1279.9,,39.0,138.2,,,
Bulgaria,Female,2015,1424.3,56.2,6.0,,72.7,,,58.8,10.8,1138.8,,24.2,56.8,,,
Bulgaria,Total,2016,3016.8,80.6,9.0,,126.6,,,84.5,21.0,2416.4,,60.4,218.3,,,
Bulgaria,Male,2016,1607.6,22.6,3.5,,57.7,,,40.3,10.0,1286.1,,36.6,150.8,,,
Bulgaria,Female,2016,1409.2,58.1,5.4,,68.9,,,44.2,11.0,1130.3,,23.8,67.5,,,
Bulgaria,Total,2017,3150.3,79.1,10.1,,81.3,,,185.5,22.3,2506.3,,47.2,218.4,,,
Bulgaria,Male,2017,1682.6,24.3,4.5,,35.9,,,90.2,10.2,1335.3,,31.4,150.7,,,
Bulgaria,Female,2017,1467.7,54.8,5.6,,45.4,,,95.2,12.1,1171.0,,15.8,67.7,,,
Bulgaria,Total,2018,3152.6,79.0,7.4,,78.2,,,193.9,24.5,2500.3,,42.9,226.4,,,
Bulgaria,Male,2018,1685.3,24.9,3.1,,36.4,,,96.1,12.5,1328.8,,28.7,154.7,,,
Bulgaria,Female,2018,1467.3,54.1,4.3,,41.8,,,97.8,12.0,1171.5,,14.2,71.7,,,
Bulgaria,Total,2019,3233.0,76.2,8.8,,103.4,,,166.4,32.0,2598.0,,36.5,211.8,,,
Bulgaria,Male,2019,1732.0,25.7,3.9,,46.1,,,80.8,16.0,1387.7,,24.8,147.0,,,
Bulgaria,Female,2019,1501.0,50.6,4.9,,57.3,,,85.6,15.9,1210.3,,11.7,64.8,,,
Bulgaria,Total,2020,3121.7,128.3,10.8,,111.1,,,182.7,25.7,2440.0,,32.8,190.2,,,
Bulgaria,Male,2020,1676.1,50.6,4.6,,50.9,,,91.8,13.0,1312.6,,23.6,129.0,,,
Bulgaria,Female,2020,1445.6,77.7,6.2,,60.3,,,90.9,12.7,1127.4,,9.2,61.2,,,
Bulgaria,Total,2021,3076.5,89.9,8.4,,89.5,,,161.7,20.8,2507.1,,36.0,163.0,,,
Bulgaria,Male,2021,1648.7,26.4,,,41.4,,,81.5,9.6,1344.0,,24.6,117.5,,,
Bulgaria,Female,2021,1427.8,63.5,4.8,,48.2,,,80.2,11.2,1163.1,,11.3,45.5,,,
Burundi,Total,2014,3675.7,2.4,120.5,,429.1,,,363.5,509.3,1459.4,,791.4,,,,
Burundi,Male,2014,1658.6,,53.7,,187.3,,,151.4,194.3,599.7,,471.9,,,,
Burundi,Female,2014,2017.1,2.1,66.8,,241.8,,,212.1,315.0,859.8,,319.6,,,,
Cambodia,Total,2011,8200.2,,604.2,,1038.9,,,310.7,479.7,1509.1,,4240.1,17.6,,,
Cambodia,Male,2011,4084.5,,178.5,,432.4,,,136.4,198.1,744.6,,2388.3,6.1,,,
Cambodia,Female,2011,4115.7,,425.7,,606.5,,,174.3,281.6,764.5,,1851.8,11.5,,,
Cambodia,Total,2012,7197.4,40.4,391.0,,962.2,,,300.2,397.3,1540.4,,3566.0,,,,
Cambodia,Male,2012,3797.7,8.5,177.8,,429.2,,,148.9,193.0,858.2,,1982.1,,,,
Cambodia,Female,2012,3399.7,31.9,213.2,,533.0,,,151.3,204.2,682.2,,1583.9,,,,
Cambodia,Total,2013,8273.6,,393.3,,963.8,,,285.4,434.2,1735.9,,4416.5,44.5,,,
Cambodia,Male,2013,4228.8,,120.5,,365.3,,,127.5,188.3,906.9,,2508.2,12.2,,,
Cambodia,Female,2013,4044.8,,272.8,,598.5,,,157.9,246.0,829.0,,1908.4,32.3,,,
Cambodia,Total,2014,8520.6,15.7,411.3,,965.0,,,246.6,428.4,1909.1,,4544.4,,,,
Cambodia,Male,2014,4428.7,6.0,130.9,,404.8,,,112.9,200.0,1005.8,,2568.4,,,,
Cambodia,Female,2014,4091.8,9.7,280.4,,560.2,,,133.7,228.4,903.4,,1976.1,,,,
Cambodia,Total,2015,8625.5,24.0,435.2,,995.0,,,215.8,437.9,1846.3,,4671.3,,,,
Cambodia,Male,2015,4472.3,8.4,125.7,,390.7,,,97.2,199.4,928.0,,2722.9,,,,
Cambodia,Female,2015,4153.2,15.6,309.5,,604.3,,,118.7,238.5,918.3,,1948.4,,,,
Cambodia,Total,2016,8954.9,27.7,383.6,,808.2,,,221.5,501.1,2106.6,,4906.1,,,,
Cambodia,Male,2016,4625.9,10.0,125.9,,309.7,,,92.0,196.2,1056.0,,2836.1,,,,
Cambodia,Female,2016,4329.0,17.7,257.8,,498.5,,,129.5,304.9,1050.5,,2070.1,,,,
Cambodia,Total,2017,9101.8,67.0,444.8,,802.0,,,214.5,402.7,2064.1,,5106.7,,,,
Cambodia,Male,2017,4654.8,33.9,135.2,,307.5,,,83.8,175.4,1054.2,,2864.7,,,,
Cambodia,Female,2017,4447.0,33.1,309.5,,494.5,,,130.7,227.3,1010.0,,2242.0,,,,
Cambodia,Total,2019,8711.9,175.3,325.6,,1005.1,,,221.3,361.1,2385.3,,3409.4,828.8,,,
Cambodia,Male,2019,4459.6,95.4,128.8,,455.6,,,115.0,190.0,1320.8,,1811.9,342.2,,,
Cambodia,Female,2019,4252.3,79.9,196.8,,549.5,,,106.3,171.1,1064.5,,1597.5,486.6,,,
Canada,Total,2011,17221.0,1404.5,1201.0,,2488.4,,,1876.7,2470.4,5612.3,,2167.8,,,,
Canada,Male,2011,9022.5,584.9,463.4,,924.2,,,872.6,1049.6,3531.1,,1596.9,,,,
Canada,Female,2011,8198.5,819.6,737.6,,1564.2,,,1004.1,1420.9,2081.2,,570.9,,,,
Canada,Total,2012,17438.0,1449.8,1191.5,,2425.6,,,1746.4,2523.8,5862.5,,2238.4,,,,
Canada,Male,2012,9122.8,607.9,454.3,,880.8,,,786.9,1046.0,3700.5,,1646.5,,,,
Canada,Female,2012,8315.1,841.9,737.2,,1544.8,,,959.5,1477.8,2162.0,,591.9,,,,
Canada,Total,2013,17691.1,1458.8,1209.8,,2544.4,,,1916.8,2559.8,5790.8,,2210.8,,,,
Canada,Male,2013,9246.3,600.1,459.8,,948.6,,,895.3,1077.9,3642.1,,1622.4,,,,
Canada,Female,2013,8444.8,858.7,749.9,,1595.8,,,1021.5,1482.0,2148.7,,588.3,,,,
Canada,Total,2014,17802.2,1483.9,1248.2,,2675.0,,,2247.4,2421.5,5619.4,,2106.7,,,,
Canada,Male,2014,9328.0,616.6,479.6,,989.5,,,1096.5,1041.8,3552.6,,1551.4,,,,
Canada,Female,2014,8474.2,867.3,768.6,,1685.5,,,1150.9,1379.7,2066.8,,555.3,,,,
Canada,Total,2015,17946.6,1487.4,1197.6,,2585.2,,,2010.9,2575.2,5925.6,,2164.6,,,,
Canada,Male,2015,9422.7,612.9,456.1,,967.4,,,947.8,1117.1,3739.7,,1581.7,,,,
Canada,Female,2015,8523.9,874.5,741.6,,1617.8,,,1063.0,1458.1,2185.9,,582.9,,,,
Canada,Total,2016,18079.9,1455.7,1239.1,,2608.9,,,1967.1,2676.3,5972.9,,2160.0,,,,
Canada,Male,2016,9455.1,603.7,480.3,,985.4,,,905.0,1153.4,3771.3,,1556.0,,,,
Canada,Female,2016,8624.8,852.0,758.8,,1623.4,,,1062.0,1522.9,2201.6,,604.0,,,,
Canada,Total,2017,18416.4,1484.2,1284.9,,2701.8,,,2106.2,2707.0,5991.4,,2140.8,,,,
Canada,Male,2017,9635.5,619.9,498.9,,1031.3,,,993.0,1183.2,3759.5,,1549.7,,,,
Canada,Female,2017,8780.9,864.4,785.9,,1670.6,,,1113.3,1523.8,2231.9,,591.1,,,,
Canada,Total,2018,18657.5,1506.5,1231.1,,2582.3,,,1883.8,2839.3,6392.5,,2222.1,,,,
Canada,Male,2018,9758.1,626.8,476.2,,968.1,,,852.6,1207.4,4025.8,,1601.1,,,,
Canada,Female,2018,8899.5,879.7,754.9,,1614.1,,,1031.2,1631.9,2366.7,,620.9,,,,
Canada,Total,2019,19055.7,1633.4,1305.1,,2773.2,,,2311.3,2789.0,6128.3,,2115.4,,,,
Canada,Male,2019,9986.1,676.0,524.4,,1077.5,,,1102.3,1228.8,3850.2,,1526.9,,,,
Canada,Female,2019,9069.6,957.4,780.7,,1695.8,,,1209.0,1560.2,2278.0,,588.5,,,,
Canada,Total,2020,18059.5,2197.5,1261.1,,2396.4,,,1813.7,2734.7,5853.6,,1802.5,,,,
Canada,Male,2020,9550.7,945.2,511.2,,993.4,,,874.4,1206.6,3710.9,,1309.1,,,,
Canada,Female,2020,8508.8,1252.3,749.9,,1403.0,,,939.3,1528.1,2142.8,,493.3,,,,
Canada,Total,2021,18865.4,1670.3,1249.5,,2609.1,,,1936.0,2957.2,6411.4,,2032.0,,,,
Canada,Male,2021,9945.9,712.0,504.2,,1067.9,,,904.5,1293.9,4022.8,,1440.6,,,,
Canada,Female,2021,8919.6,958.3,745.3,,1541.3,,,1031.5,1663.3,2388.6,,591.4,,,,
Canada,Total,2022,19566.5,1788.2,1285.9,,2744.6,,,2120.7,3006.9,6559.0,,2061.3,,,,
Canada,Male,2022,10267.3,756.4,500.4,,1096.6,,,1013.8,1338.9,4099.9,,1461.2,,,,
Canada,Female,2022,9299.3,1031.8,785.5,,1647.9,,,1106.9,1668.0,2459.0,,600.1,,,,
Cabo Verde,Total,2017,203.8,0.0,11.1,,24.4,,,9.5,9.5,106.0,,42.9,0.4,,,
Cabo Verde,Male,2017,113.7,0.0,5.6,,11.7,,,5.5,5.8,57.4,,27.3,0.3,,,
Cabo Verde,Female,2017,90.1,0.0,5.5,,12.7,,,4.0,3.6,48.6,,15.6,0.1,,,
Cabo Verde,Total,2018,195.0,3.3,11.6,,21.9,,,9.4,11.0,89.0,,48.0,0.9,,,
Cabo Verde,Male,2018,108.3,1.9,5.3,,10.7,,,3.9,5.4,50.8,,29.9,0.5,,,
Cabo Verde,Female,2018,86.7,1.3,6.3,,11.3,,,5.6,5.6,38.1,,18.1,0.4,,,
Cayman Islands,Total,2015,39.1,,0.3,,0.9,,,1.0,3.9,25.7,,7.2,0.2,,,
Cayman Islands,Male,2015,20.1,,0.2,,0.3,,,0.5,1.8,12.6,,4.6,0.1,,,
Cayman Islands,Female,2015,19.1,,0.0,,0.6,,,0.5,2.1,13.2,,2.6,0.1,,,
Chile,Total,2011,7498.1,453.7,529.2,,854.7,,,309.4,444.7,3384.3,,1522.0,,,,
Chile,Male,2011,4523.5,232.2,209.2,,409.9,,,164.1,258.3,2169.2,,1080.6,,,,
Chile,Female,2011,2974.5,221.5,320.0,,444.8,,,145.3,186.4,1215.1,,441.4,,,,
Chile,Total,2012,7635.3,475.9,520.4,,900.5,,,311.5,536.9,3469.9,,1420.2,,,,
Chile,Male,2012,4576.1,238.8,198.2,,442.7,,,161.9,318.2,2205.7,,1010.6,,,,
Chile,Female,2012,3059.2,237.2,322.1,,457.8,,,149.6,218.8,1264.2,,409.6,,,,
Chile,Total,2013,7793.1,500.4,527.1,,920.7,,,310.0,477.4,3705.7,,1351.8,,,,
Chile,Male,2013,4647.1,248.4,204.9,,457.9,,,160.9,277.5,2331.0,,966.5,,,,
Chile,Female,2013,3146.0,252.1,322.2,,462.7,,,149.1,199.9,1374.7,,385.2,,,,
Chile,Total,2014,7909.5,533.1,559.6,,928.9,,,330.1,560.4,3673.4,,1324.1,,,,
